2023-05-15 02:12:24,1477,241,547,0
2023-05-15 02:12:24,1477,234,344,0
2023-05-15 02:12:24,1481,257,238,0
2023-05-15 02:12:24,1475,304,219,0
2023-05-15 02:12:24,1471,515,226,0
2023-05-15 02:12:24,1470,941,302,0
2023-05-15 02:12:24,1464,1329,265,0
2023-05-15 02:12:24,1462,1412,248,-1
2023-05-15 02:12:24,1459,1423,267,-1
2023-05-15 02:12:24,1469,1439,269,-1
2023-05-15 02:12:24,1463,1435,276,-1
2023-05-15 02:12:24,1467,1448,238,-1
2023-05-15 02:12:24,1466,1440,228,-1
2023-05-15 02:12:24,1465,1436,243,-1
2023-05-15 02:12:24,1467,1445,215,-1
2023-05-15 02:12:24,1467,1367,191,-1
2023-05-15 02:12:24,1476,542,214,-1
2023-05-15 02:12:24,1477,257,392,0
2023-05-15 02:12:24,1476,237,1452,0
2023-05-15 02:12:24,1478,227,1437,0
2023-05-15 02:12:24,1476,211,1427,0
2023-05-15 02:12:24,365,202,1334,0
2023-05-15 02:12:24,226,944,1073,0
2023-05-15 02:12:24,256,1295,1472,0
2023-05-15 02:12:24,308,1453,1486,1
2023-05-15 02:12:24,310,1455,1475,1
2023-05-15 02:12:24,292,1455,1482,1
2023-05-15 02:12:24,271,1458,1469,1
2023-05-15 02:12:24,305,1455,1475,1
2023-05-15 02:12:24,300,1256,1477,1
2023-05-15 02:12:24,296,270,1472,1
2023-05-15 02:12:24,740,231,1474,0
2023-05-15 02:12:24,1431,210,1479,0
2023-05-15 02:12:24,1472,229,1478,0
2023-05-15 02:12:24,1475,215,1460,0
2023-05-15 02:12:24,1474,239,322,0
2023-05-15 02:12:24,1475,640,218,0
2023-05-15 02:12:24,1480,1403,202,0
2023-05-15 02:12:24,1483,1456,167,-1
2023-05-15 02:12:24,1480,1464,210,-1
2023-05-15 02:12:24,1480,1455,221,-1
2023-05-15 02:12:24,1478,1453,255,-1
2023-05-15 02:12:24,1476,1450,257,-1
2023-05-15 02:12:24,1478,1453,244,-1
2023-05-15 02:12:24,1471,1453,255,-1
2023-05-15 02:12:24,1477,1369,251,-1
2023-05-15 02:12:24,1473,521,245,-1
2023-05-15 02:12:24,1462,241,538,0
2023-05-15 02:12:24,1461,214,1440,0
2023-05-15 02:12:24,1471,219,1478,0
2023-05-15 02:12:24,1492,213,1481,0
2023-05-15 02:12:25,903,229,1475,0
2023-05-15 02:12:25,321,493,1479,0
2023-05-15 02:12:25,303,1273,1479,0
2023-05-15 02:12:25,324,1431,1474,1
2023-05-15 02:12:25,295,1453,1478,1
2023-05-15 02:12:25,309,1456,1478,1
2023-05-15 02:12:25,284,1458,1479,1
2023-05-15 02:12:25,266,1425,1479,1
2023-05-15 02:12:25,232,805,1473,1
2023-05-15 02:12:25,250,460,1474,0
2023-05-15 02:12:25,412,299,1482,0
2023-05-15 02:12:25,649,240,1479,0
2023-05-15 02:12:25,1454,207,1477,0
2023-05-15 02:12:25,1463,208,1480,0
2023-05-15 02:12:25,1476,237,1473,0
2023-05-15 02:12:25,1474,227,1471,0
2023-05-15 02:12:25,1473,222,1460,0
2023-05-15 02:12:25,1472,217,1469,0
2023-05-15 02:12:25,1475,223,1473,0
2023-05-15 02:12:25,1480,228,1472,0
2023-05-15 02:12:25,1484,231,1471,0
2023-05-15 02:12:25,1483,237,1476,0
2023-05-15 02:12:25,1478,209,1476,0
2023-05-15 02:12:25,1480,216,1479,0
2023-05-15 02:12:25,1467,213,1477,0
2023-05-15 02:12:25,1472,196,1480,0
2023-05-15 02:12:25,1472,228,1478,0
2023-05-15 02:12:25,1471,237,1474,0
2023-05-15 02:12:25,1461,208,1477,0
2023-05-15 02:12:25,1448,231,1475,0
2023-05-15 02:12:25,1169,224,1475,0
2023-05-15 02:12:29,1450,1453,1481,1
2023-05-15 02:12:29,1453,1456,1475,1
2023-05-15 02:12:29,1450,1451,1480,1
2023-05-15 02:12:29,1460,1452,1478,1
2023-05-15 02:12:29,1445,1448,1479,1
2023-05-15 02:12:29,1444,1449,1482,1
2023-05-15 02:12:29,1433,1451,1475,1
2023-05-15 02:12:29,1423,1452,1476,1
2023-05-15 02:12:29,1402,1455,1480,1
2023-05-15 02:12:29,1335,1450,1477,1
2023-05-15 02:12:29,1114,1451,1475,1
2023-05-15 02:12:29,800,1444,1478,1
2023-05-15 02:12:29,671,1441,1478,1
2023-05-15 02:12:29,617,1443,1480,1
2023-05-15 02:12:29,592,1445,1478,1
2023-05-15 02:12:29,541,1447,1480,1
2023-05-15 02:12:29,493,1455,1482,1
2023-05-15 02:12:29,450,1453,1478,1
2023-05-15 02:12:29,410,1451,1477,1
2023-05-15 02:12:29,403,1487,1484,1
2023-05-15 02:12:29,373,1454,1481,1
2023-05-15 02:12:29,362,1450,1480,1
2023-05-15 02:12:29,324,1447,1479,1
2023-05-15 02:12:29,308,1444,1480,1
2023-05-15 02:12:29,295,1436,1475,1
2023-05-15 02:12:29,269,1430,1476,1
2023-05-15 02:12:29,261,1426,1474,1
2023-05-15 02:12:29,264,1415,1496,1
2023-05-15 02:12:29,279,1439,1475,1
2023-05-15 02:12:29,279,1454,1480,1
2023-05-15 02:12:29,304,1458,1479,1
2023-05-15 02:12:29,324,1457,1475,1
2023-05-15 02:12:29,317,1461,1477,1
2023-05-15 02:12:29,284,1457,1476,1
