2023-05-15 02:12:29,300,1453,1479,1
2023-05-15 02:12:29,335,1437,1478,1
2023-05-15 02:12:29,281,1407,1479,1
2023-05-15 02:12:29,241,1400,1472,1
2023-05-15 02:12:29,230,1350,1487,1
2023-05-15 02:12:29,219,1360,1464,1
2023-05-15 02:12:29,237,1389,1476,1
2023-05-15 02:12:29,266,1445,1483,1
2023-05-15 02:12:29,244,1449,1478,1
2023-05-15 02:12:29,300,1449,1478,1
2023-05-15 02:12:29,293,1445,1479,1
2023-05-15 02:12:29,261,1435,1476,1
2023-05-15 02:12:29,263,1424,1474,1
2023-05-15 02:12:29,244,1416,1476,1
2023-05-15 02:12:30,247,1390,1472,1
2023-05-15 02:12:30,239,1388,1473,1
2023-05-15 02:12:30,245,1407,1475,1
2023-05-15 02:12:30,278,1428,1480,1
2023-05-15 02:12:30,284,1442,1478,1
2023-05-15 02:12:30,291,1431,1477,1
2023-05-15 02:12:30,297,1411,1480,1
2023-05-15 02:12:30,296,1341,1476,1
2023-05-15 02:12:30,292,1126,1478,1
2023-05-15 02:12:30,264,917,1477,1
2023-05-15 02:12:30,281,731,1476,0
2023-05-15 02:12:30,266,668,1474,0
2023-05-15 02:12:30,266,614,1472,0
2023-05-15 02:12:30,264,545,1475,0
2023-05-15 02:12:30,283,469,1478,0
2023-05-15 02:12:30,282,372,1479,0
2023-05-15 02:12:30,298,304,1476,0
2023-05-15 02:12:30,310,232,1467,0
2023-05-15 02:12:30,469,226,1476,0
2023-05-15 02:12:30,639,225,1478,0
2023-05-15 02:12:30,781,201,1478,0
2023-05-15 02:12:30,877,225,1483,0
2023-05-15 02:12:30,955,223,1478,0
2023-05-15 02:12:30,837,219,1480,0
2023-05-15 02:12:30,714,248,1479,0
2023-05-15 02:12:30,530,237,1479,0
2023-05-15 02:12:30,443,248,1475,0
2023-05-15 02:12:30,352,260,1476,0
2023-05-15 02:12:30,344,308,1473,0
2023-05-15 02:12:30,401,386,1465,0
2023-05-15 02:12:30,76,676,1467,0
2023-05-15 02:12:30,69,1014,1473,0
2023-05-15 02:12:30,291,1429,1472,1
2023-05-15 02:12:30,237,1404,1472,1
2023-05-15 02:12:30,325,1455,1472,1
2023-05-15 02:12:30,312,1455,1480,1
2023-05-15 02:12:30,316,1459,1477,1
2023-05-15 02:12:30,308,1460,1487,1
2023-05-15 02:12:30,313,1461,1480,1
2023-05-15 02:12:30,313,1460,1480,1
2023-05-15 02:12:30,319,1460,1475,1
2023-05-15 02:12:30,319,1462,1478,1
2023-05-15 02:12:30,300,1461,1477,1
2023-05-15 02:12:30,308,1466,1476,1
2023-05-15 02:12:30,318,1462,1478,1
2023-05-15 02:12:30,305,1454,1479,1
2023-05-15 02:12:30,304,1451,1482,1
2023-05-15 02:12:30,285,1445,1478,1
2023-05-15 02:12:30,272,1432,1472,1
2023-05-15 02:12:30,265,1420,1473,1
2023-05-15 02:12:30,265,1416,1475,1
2023-05-15 02:12:30,247,1426,1477,1
2023-05-15 02:12:30,266,1444,1480,1
2023-05-15 02:12:30,291,1449,1477,1
2023-05-15 02:12:30,305,1459,1479,1
2023-05-15 02:12:34,1483,489,260,0
2023-05-15 02:12:34,1474,587,268,0
2023-05-15 02:12:34,1474,624,266,0
2023-05-15 02:12:34,1475,708,262,0
2023-05-15 02:12:34,1473,812,250,0
2023-05-15 02:12:34,1477,980,256,0
2023-05-15 02:12:34,1475,1123,247,0
2023-05-15 02:12:34,1477,1281,234,-1
2023-05-15 02:12:34,1466,1345,261,-1
2023-05-15 02:12:34,1473,1427,241,-1
2023-05-15 02:12:34,1475,1434,259,-1
2023-05-15 02:12:34,1483,1430,205,-1
2023-05-15 02:12:34,1510,914,230,-1
2023-05-15 02:12:34,1482,380,242,0
2023-05-15 02:12:34,1486,242,577,0
2023-05-15 02:12:34,1470,230,1459,0
2023-05-15 02:12:34,1469,213,1477,0
2023-05-15 02:12:34,1458,228,1477,0
2023-05-15 02:12:34,399,309,1480,0
2023-05-15 02:12:34,296,1211,1477,0
